,stop_number,stop_address
13182,1794,"Mount Prospect Ave, Thornhill Lane"
13183,7469,"Mount Prospect Ave, Clontarf Road"
13184,1724,"Clontarf Rd, Mount Prospect Ave"
13185,1725,"Clontarf Rd, Doyle's Lane"
13186,1726,"Clontarf Rd, Dollymount Park"
13187,1727,"Clontarf Rd, Kincora Road"
13188,1728,"Clontarf Rd, Wooden Bridge"
13189,1729,"Clontarf Rd, Bus Garage"
13194,1734,"Clontarf Rd, Castle Avenue"
13195,1735,"Seaview Ave, Stiles Road"
13196,1736,"Clontarf Rd, St. Lawrence Road"
13197,1737,"Clontarf Rd, Alfie Byrne Road"
13198,1738,"Clontarf Rd, Alfie Byrne Road"
13199,1739,"Clontarf Rd, DART Station"
13209,293,"Abbey St, National Lottery"
13210,7149,"IKEA, St. Margaret's Rd"
13211,7277,"St. Margaret's Road, IKEA Retail Outlet"
13212,6363,"St. Margaret's Road, Hampton Wood"
13213,6361,"Jamestown Rd, St. Margaret's Rd"
13214,6367,"Jamestown Rd, Hampton Wood Road"
13215,4985,"Jamestown Rd, Lanesborough"
13218,6364,"Charlestown Rd, St. Margaret's Rd"
13220,4542,"Finglas Rd, Ballygall Road"
13221,1531,"Finglas Rd, Clearwater Centre"
13222,1532,"Finglas Rd, Ardmore Hotel"
13235,264,"Parnell Square, Colaiste Mhuire"
13264,334,"D'Olier Street, Burgh Quay"
13275,1021,"Rathmines Road, Rathmines Avenue"
13276,6042,"Rathmines Road, Church Avenue"
13277,1022,"Rathmines Road, Summerville Park"
13278,1023,"Rathmines Rd, Maxwell Road"
13279,1024,"Rathmines Road, Frankfort Avenue"
13280,895,"Rathmines Road, Palmerston Villas"
13308,896,"Palmerston Park, Dartry Road"
13309,897,"Palmerston Rd, Palmerston Lane"
13310,893,"Cowper Road, Palmerston Road"
13311,894,"Cowper Road, Rathmines Road"
13312,1067,"Rathmines Rd, Maxwell Road"
13313,1068,"Rathmines Road, Rathmines Avenue"
13339,1512,"Finglas Rd, Ardmore Hotel"
13340,1538,"Finglas Rd, Glenhill"
13341,4543,"Finglas Rd, Wellmount Road"
13342,1560,"St. Margaret's Road, Finglas Rd"
13344,6366,"Charlestown, Silverdome Comms"
13347,7111,"Jamestown Rd, Lanesborough Grove"
13348,6365,"Jamestown Rd, Lanesborough Avenue"
13349,6276,"Jamestown Rd, St. Margaret's Rd"
13350,6362,"St. Margaret's Road, Mayeston Hall"
13351,7276,"St. Margaret's Road, IKEA"
13382,1025,"Dartry Road, Temple Road"
13383,1026,"Dartry Road, Orwell Park"
13384,1027,"Milltown Road, South Hill"
13385,1028,"Milltown Road, Churchtown Road"
13389,877,"UCD, Sports Centre"
13409,7194,"Holywell Link Rd, Holywell Square"
13410,7196,"Holywell, Holywell Ward"
13411,6310,"Holywell, Link Road"
13412,6311,"Holywell, Link Road"
13413,7399,"East Wall Rd, 3 Arena"
13414,7398,"North Wall Quay, Convention Centre"
13415,7397,"North Wall Quay, Guild Street"
13416,6252,"North Wall Quay, Commons Street"
13449,1062,"Milltown Road, Churchtown Road"
13450,1063,"Milltown Road, South Hill"
13451,1064,"Dartry Road, Orwell Park"
13452,1065,"Dartry Road, Sunbury Gardens"
13453,1066,"Rathmines Rd., Highfield Road"
13483,407,"Custom House Quay, Custom House"
13484,2498,"Custom House Quay, I.F.S.C House"
13485,2499,"Custom House Quay, Jurys Hotel"
13486,2500,"North Wall Quay, Beckett Bridge"
13487,2501,"North Wall Quay, New Wapping Street"
13488,7623,"East Wall Rd, 3 Arena"
13489,6312,"Holywell, Link Road"
13490,7197,"Holywell, Holywell Ward"
13491,7195,"Holywell Link Rd, Holywell Square"
13514,7353,"Stillorgan Road, Priory Grove"
13522,3259,"Bray Road, Westminster Road"
13523,7361,"Bray Road, Old Bray Road"
13545,4171,"Killarney Rd, Vevay Road"
13546,4172,"Killarney Rd, Rosslyn"
13547,4173,"Killarney Rd, The Nurseries"
13548,2962,"Killarney Lane, Killarney Pk"
13549,2963,"Herbert Road, Killarney Heights"
13550,2964,"Kilbride Lane, Herbert Park"
13551,4175,"Killarney Rd, St Fergal's Church"
13552,5091,"Killarney Rd, Ballywaltrim Heights"
13553,5092,"Killarney Rd, Cemetery"
13554,6000,"Kilmacanogue, Rock Valley"
13555,4320,"Heuston Station, Front of Station"
13560,7622,"Bachelors Walk, Liffey Street"
13705,7574,"Southern Cross, Ballywaltrim"
13819,4177,"Killarney Rd, Springfield Cemetery"
13820,4178,"Killarney Rd, Glenthorn"
13821,4179,"Kilbride Lane, Cloverhill"
13822,2993,"Herbert Road, Ardmore Wood"
13823,2994,"Killarney Lane, Killarney Pk"
13824,4180,"Killarney Rd, Killarney Lane"
13825,4181,"Killarney Rd, Glenlucan"
13826,4182,"Killarney Rd, Market House"
13828,2997,"Main Street Bray, Florence Road"
13835,5090,"Bray Road, Shanganagh Cemetery"
13844,3145,"Bray Road, Cherrywood"
13850,2996,"Bray Road, Old Bray Road"
13851,3258,"Bray Road, Westminister Road"
13884,325,"Aston Quay, Westmoreland Street"
14285,5025,"The Coombe, Brabazon Street"
14286,4854,"Ardee St, Cork Street"
14287,1438,"St. Thomas Road, Clarence Mangan Road"
14288,4855,"O'Donovan Rd, Thomas Road"
14289,1439,"Rutledge Terrace, Credit Union"
14290,1440,"Donore Ave, South Circular Road"
14291,1386,"Clogher Road, Parnell Road"
14292,1387,"Clogher Road, Aughavanagh Road"
14293,1388,"Clogher Road, Goldstone Court"
14294,1389,"Clogher Road, St. Bernadette's Church"
14297,1441,"Kildare Road, Bangor Road"
14298,1442,"Kildare Road, Clonard Road"
14299,7414,"Kildare Road, Windmill Rd"
14300,1396,"Kildare Road, Pearse Park"
14304,2320,"Whitehall Rd West, Kimmage Road"
14305,2321,"Whitehall Rd West, Crumlin Crossroads"
14306,2322,"Whitehall Rd West, Muckross Avenue"
14307,6163,"Whitehall Rd, Greentrees Park"
14308,1095,"Wellington Road, Templeville Road"
14309,1096,"Wellington Road, Wellington Park"
14310,1097,"Wellington Road, Wellington Cottages"
14311,1099,"Wellington Road, Osprey Road"
14312,6132,"Wellington Road, Rossmore Road"
14313,4861,"Rossmore Road, Rossmore Avenue"
14314,4862,"Orwell Road, Rossmore Road"
14315,4863,"Rossmore Road, Church"
14316,4864,"Rossmore Road, Rossmore Lawn"
14317,4865,"Rossmore Road, Rossmore Drive"
14318,4577,"Wellington Lane, Rossmore Road"
14319,4578,"Wellington Lane, St. Jude's GAA Club"
14320,1100,"Wellington Road, Osprey Road"
14321,100,"Wellington Road, Wellington Cottages"
14322,1111,"Wellington Road, Limekiln Drive"
14323,2323,"Millgate Drive, Whitehall Rd West"
14324,2324,"Whitehall Rd West, Greentrees Park"
14325,2325,"Whitehall Rd, Limekiln Lane"
14326,2326,"Whitehall Rd, Quarry Drive"
14327,5150,"Whitehall Rd West, Ashleaf Hall"
14333,1397,"Kildare Road, Pearse Park"
14334,1398,"Kildare Road, Windmill Road"
14335,1399,"Kildare Road, Clonard Road"
14336,5148,"Kildare Road, Bangor Road"
14337,1401,"Clogher Road, Kildare Road"
14338,1402,"Clogher Road, Sundrive Road"
14339,1403,"Clogher Road, Rutland Avenue"
14340,1404,"Clogher Road, Aughavanagh Road"
14341,1405,"Clogher Road, Parnell Road"
14342,4856,"Donore Ave, South Circular Road"
14343,4857,"Rutledge Terrace, Hamilton Street"
14344,307,"O'Donovan Rd, O'Curry Road"
14345,308,"Oscar Square, Thomas Road"
14346,309,"Ardee St, Chamber Street"
14347,7412,"The Coombe, Brabazon Street"
14348,7413,"The Coombe, Dean Street"
14350,2003,"Lord Edward St, Parliament Street"
14352,4494,"Hawkins Street, Hawkin House"
14389,7514,"East Road, Bargy Rd"
14391,6251,"Sheriff Street, Railway Station"
14392,5140,"Common St, Connolly Car Park"
14417,6140,"Long Mile Rd, Walkinstown Avenue"
14418,6144,"Long Mile Rd, Walkinstown Avenue"
14419,6145,"Nangor Road, Killeen Road"
14420,6146,"Nangor Road, Knockmitten Lane"
14421,6147,"Nangor Road, Willow Road"
14422,6149,"Nangor Road, M50 Flyover"
14423,6150,"Nangor Road, Woodford Walk"
14424,6143,"Nangor Road, Ninth Lock Road"
14429,2135,"Nangor Road, Mill Court Ave"
14430,2164,"Nangor Road, Westbourne"
14436,7016,"Outer Ring Road, Lynch's Lane"
14437,4619,"Foxborough Rd, Foxborough"
14487,4606,"Griffeen Avenue, Foxborough"
14488,7142,"Outer Ring Road, Griffeen Avenue"
14489,7015,"Outer Ring Road, Lynch's Lane"
14495,4762,"Nangor Road, Fonthill Rd"
14496,4763,"Nangor Road, Fonthill Rd"
14500,6242,"Nangor Road, Ninth Lock Road"
14501,6152,"Nangor Road, Woodford Walk"
14502,6153,"Nangor Road, M50 Flyover"
14503,6243,"Nangor Road, Willow Road"
14504,6154,"Nangor Road, Knockmitten Lane"
14505,6155,"Nangor Road, Killeen Road"
14506,6141,"Long Mile Rd, Naas Road"
14507,6142,"Long Mile Rd, Walkinstown Avenue"
14640,4582,"Broadford Rd, Stone Masons Way"
14645,7447,"Taylors Lane, Golf Club"
14653,2927,"Edmondstown Rd, Beechview"
14654,2929,"Edmondstown Rd, Golf Club"
14655,2930,"Edmondstown Rd, Kilmashogue Cemetery"
14656,7441,"Edmondstown Rd, Merry Ploughboy"
14657,2933,"Edmondstown Rd, Rockbrook"
14658,2934,"Edmondstown Rd, Rockbrook"
14659,2935,"Edmondstown Rd, Rockbrook"
14660,2936,"Edmondstown Rd, Kilmashogue Cemetery"
14661,2937,"Edmondstown Rd, Golf Club"
14662,2938,"Edmondstown Rd, Golf Club"
14663,7440,"Edmondstown Rd, An Post"
14664,2940,"Edmondstown Rd, Edmonstown Green"
14665,2948,"Taylors Lane, Ballyboden Crescent"
14666,2949,"Taylors Lane, Moyville Lawns"
14667,2950,"Taylors Lane, Palmer Park"
14672,7448,"Taylors Lane, Golf Club"
14726,4289,"Killincarrick Rd, Church Lane"
14727,4290,"Bellevue Road, Church Road"
14728,4291,"Bellevue Road, Bellevue Park"
14733,7462,"Charlesland Rd, Seabourne View"
14734,7461,"Charlesland Rd, Shopping Centre"
14739,4232,"Delgany Road, Delgany Wood"
14740,7351,"Delgany Road, Chapel Road"
14741,4234,"Delgany Road, Priory Road"
14742,4235,"Barry Bridge, Delgany Golf Club"
14743,6019,"Delgany Road, Wexford Road"
14744,4236,"Barry Bridge, Fleet Street"
14745,4650,"Wexford Road, Mount Kennedy Demesne"
14746,4651,"Old Wexford Rd, Coillte Offices"
14747,4652,"Old Wexford Rd, Coillte Offices"
14748,4653,"Newtownmountkennedy, Main Street"
14749,4654,"Newtownmountkennedy, Main Street"
14750,4655,"Wexford Road, Embona House"
14751,6138,"Newtownmountkennedy, Newcastle Hospital"
14752,4656,"Newtownmountkennedy, Newcastle Hospital"
14753,4657,"Newtownmountkennedy, Newcastle Hospital"
14754,7279,"Dublin Rd, Woodstock Road"
14755,4658,"Newtownmountkennedy, Springfield Heights"
14756,4659,"Newtownmountkennedy, Carrisbrook Mews"
14757,4660,"Old Wexford Rd, Coillte Offices"
14758,4661,"Old Wexford Rd, Garden Village"
14759,4238,"Kilpedder, Arda Lodge"
14760,4239,"Kilpedder, Glenview Park"
14761,4237,"Kilpedder, The Grove Bar"
14762,3442,"Wexford Road, Ballydonagh Road"
14763,4240,"Barry Brg, Fernhill"
14764,4241,"Barry Brg, Delgany Golf Club"
14765,4242,"Delgany Road, Priory Road"
14766,4243,"Delgany Road, Chapel Road"
14767,4244,"Delgany Road, Wendon Brook"
14778,4292,"Bellevue Road, Bellevue Park"
14779,4293,"Bellevue Road, Church Road"
14780,4294,"Killincarrick Rd, Church Lane"
14798,4167,"Bray, Railway Station"
14802,4183,"Dargle Road, Castle Street"
14803,4184,"Dargle Road, Calary View"
14804,4185,"Dargle Road, Dargle Heights"
14805,4584,"Dargle Road, Old Conna"
14806,4186,"Dargle Road, Bray Commons"
14807,4187,"Bray Road, Fassaroe Lane"
14808,4189,"Kilcroney Gate, Golf Club"
14809,4190,"Enniskerry, Cookstown"
14810,4097,"Enniskerry Village, National School"
14811,4103,"Kilgarron Road, Kilgarron Park"
14812,4104,"Kilgarron Road, Kilgarron Park"
14813,4105,"Kilmolin Road, Hill View"
14814,4106,"Kilmolin Road, Golf Club"
14815,6139,"Kilmolin Road, Golf Course"
14816,4108,"Kilmolin Road, Enniskerry Golf Club"
14822,4417,"Beech Road Bray, Cemetery"
14823,4419,"Raverty Villas, Hawthorn Road"
14824,4420,"Maple Grove, Beech Park"
14834,4422,"Dargle Road, Diamond Valley"
14835,4199,"Dargle Road, Castle Street"
14867,4421,"Beech Road Bray, St. Peter's Road"
14868,2113,"St. Peter's Road, Connaught Road"
14910,4109,"Kilmolin Road, Glencullen Road"
14911,4110,"Kilmolin Road, Golf Club"
14912,4111,"Kilmolin Road, Hill View"
14913,4112,"Kilgarron Road, Kilgarron Park"
14914,4113,"Kilgarron Road, St. Mary's GAA Club"
14915,4095,"Enniskerry Village, Town Hall"
14916,4192,"Enniskerry, Cookstown"
14917,4194,"Enniskerry, Golf Club"
14918,4196,"Dargle Road, Bray Commons"
14920,7369,"Dargle Road, Dargle Heights"
14921,7295,"Dargle Road, Sutton Road"
15051,4686,"Shangan Road, Shangan Crescent"
15052,4687,"Shangan Road, Longdale Way"
15058,4365,"Poppintree Pk, I.D.A. Poppintree"
15059,4367,"Poppintree Pk, Jamestown Road"
15065,979,"Seamus Ennis Rd, Credit Union"
15066,1529,"Finglas, St. Canice's Church"
15067,1530,"Finglas Rd, Finneber Fort"
15078,1600,"Deanstown Ave, Cardiffsbridge Road"
15079,1601,"Deanstown Ave, Deanstown Drive"
15080,1602,"Deanstown Ave, Patrician College"
15081,1603,"Ratoath Road, Eastwood"
15082,1604,"Rathvilly Park, Deanstown Ave"
15087,1576,"Cappagh Road, Cardiffsbridge Road"
15088,1577,"Cappagh Road, Abbottstown Road"
15089,1578,"Cappagh Road, Ratoath Drive"
15090,4364,"Cappagh Road, Hospital"
15091,1580,"Ballycoolin Road, Cappagh Cross"
15092,7237,"Ballycoolin Rd, Stadium Business Park"
15093,7241,"Ballycoolin Rd, Industrial Estate"
15094,7247,"Ballycoolin Rd, Industrial Estate"
15095,7243,"Ballycoolin Rd, Snugborough Road"
15099,7318,"Cruiserath Rd, Ballycoolin Road"
15106,2290,"Waterville Terrace, Lakehurst"
15107,6179,"Connolly Hospital, Hospital Car Park"
15108,7297,"Connolly Hospital, Hospital Car Park"
15111,661,"Navan Rd, Snugborough Rd"
15112,7026,"Blanchardstown, Shopping Centre"
15114,1856,"Mount Vw Rd, Whitechapel Ave"
15115,1857,"Mount Vw Rd, Church"
15129,4323,"Blanchardstown Rd, Whitestown Grove"
15130,1824,"Old Navan Rd, Saddlers Avenue"
15131,1825,"Old Navan Rd, Church Road"
15216,1830,"Old Navan Rd, Church Road"
15217,1831,"Old Navan Rd, Coolmine Cottages"
15230,1880,"Mount Vw Rd, Fortlawn Park"
15231,1881,"Mount Vw Rd, Fortlawn"
15235,2960,"Blanchardstown, Shopping Centre"
15236,1545,"Navan Road, Blanchardstown Centre"
15240,7298,"Connolly Hospital, Hospital Car Park"
15241,2294,"Mill Road, Blanchardstown Hospital"
15242,6039,"Waterville Terrace, Snugborough Road"
15247,1820,"Blackcourt Rd, Sheephill Park"
15253,2510,"Ballycoolin Rd, Industrial Estate"
15254,7242,"Ballycoolin Rd, Industrial Estate"
15255,7238,"Ballycoolin Rd, Stadium Business Park"
15256,7224,"Ballycoolin Rd, Stadium Business Park"
15257,1581,"Ballycoolin Road, Cappagh Cross"
15258,4793,"Cappagh Road, Avila Park"
15259,6068,"Cappagh Road, Ratoath Drive"
15260,1584,"Cappagh Road, Abbottstown Road"
15278,1513,"Finglas Rd, Finneber Fort"
15279,4592,"Finglas Village, Seamus Ennis Rd"
15280,4375,"Jamestown Rd, Clune Road"
15281,4366,"Clune Road, McKee Road"
15287,4368,"Poppintree Pk, Jamestown Road"
15288,4781,"Poppintree Pk, I.D.A. Poppintree"
15292,124,"Shangan Road, Londale Way"
15378,7575,"Blanchardstown Corporate Park, Cruiserath Road"
15379,4978,"Cruiserath Rd, Corporate Park"
15380,4979,"Cruiserath Rd, Blanchardstown Rd"
15381,4986,"Tyrrelstown, Curragh Hall Gate"
15382,7107,"Tyrrelstown, Bealing Boulevard"
15383,7102,"Tyrrelstown, Bealing Boulevard"
15384,7103,"Tyrrelstown, Cruise Park Boulevard"
15385,7104,"Tyrrelstown, The Boulevard"
15386,7105,"Tyrrelstown, Belgree Boulevard"
15387,7106,"Tyrrelstown, French Park"
15405,5071,"Cruiserath Rd, Blanchardstown Rd"
15406,5072,"Cruiserath Rd, Corporate Park"
15407,4321,"Blanchardstown, Cruiserath Road"
15408,7570,"Blanchardstown Corporate Park, Cruiserath Road"
15412,7334,"Snugborough Road, Abbottstown Labs"
15418,7073,"Tyrrelstown, Carlton Hotel"
15419,7097,"Tyrrelstown, French Park"
15420,7098,"Tyrrelstown, Belgree Boulevard"
15421,7099,"Tyrrelstown, Belgree Boulevard"
15422,7100,"Tyrrelstown, Rathmore Crescent"
15423,7101,"Tyrrelstown, Bealing Boulevard"
15424,7505,"Bealing Boulevard, Tyrrellstown Way"
15479,6005,"Tyrrelstown, Plaza Apartments"
15480,1546,"Tyrrelstown, Entrance Roundabout"
15481,7072,"Tyrrelstown, Carlton Hotel"
15488,7155,"Clonsilla Road, Porters Road"
15493,4820,"Westmanstown, Garda Club"
15494,6126,"Westmanstown, Nursing Home"
15495,2226,"Westmanstown, Collins Bridge"
15496,6134,"Laraghcon, Barnhill Cross Roads"
15499,2225,"Adamstown Road, St. Patrick's Church"
15500,4620,"Newcastle Rd, Esker Drive"
15501,7563,"Newcastle Rd, Sports Ground"
15502,3368,"Esker Road, Finnstown Abbey"
15503,4626,"Esker Road, Arthur Griffith Park"
15504,4627,"Esker Road, Nursing Home"
15505,4327,"Esker Lane, Recycle Centre"
15506,4603,"Castle Rd, Colthurst Crescent"
15507,4604,"Castle Rd, Earlsfort Road"
15519,4630,"Castle Rd, Earlsfort"
15520,4631,"Castle Rd, Ballyowen Road"
15521,5138,"Esker Glebe, Esker Lodge"
15522,4611,"Esker Road, St. Finnian's"
15523,4612,"Esker Road, Arthur Griffith Park"
15524,4613,"Esker Road, Arthur Griffith Park"
15525,3370,"Esker Road, Finnstown Abbey"
15526,7168,"Newcastle Rd, Sports Ground"
15527,4616,"Newcastle Rd, Esker Drive"
15528,2227,"Adamstown Road, St. Patrick's Church"
15530,6133,"Laraghcon, Barnhill Cross Roads"
15531,2228,"Westmanstown, Collins Bridge"
15532,6127,"Westmanstown, Tinkers Hill"
15533,4826,"Westmanstown, Garda Club"
15539,6073,"Blanchardstown Rd, Snugborough Road"
15577,4319,"Heuston Station, Victoria Quay"
15583,4724,"O'Connell St, Dublin Bus"
15584,4726,"Parnell Square, Hugh Lane Galllery"
15585,4508,"Cathal Brugha St., Marlborough Street"
15586,7402,"Gardiner Street, Talbot St"
15587,4717,"Amiens Street, Bus Aras"
15589,7216,"North Wall Quay, Guild Street"
15592,7401,"Dublin Airport, Terminal 2"
15593,3665,"Dublin Airport, Terminal 1"
15595,7400,"Dublin Airport, Terminal 2"
15598,7611,"North Wall Quay, Convention Centre"
15604,286,"Cathal Brugha St, O'Connell Street"
15640,2905,"Merrion Sq West, Natural History Museum"
15661,7612,"Merrion Street Lower, Merrion Square"
15664,1014,"Earlsfort Tce, Leeson Street"
15732,4982,"Loughlinstown Pk, Loughlinstown Wood"
15825,3079,"Newtown Ave, Seapoint Avenue"
15826,3080,"Newtown Ave, Church"
15827,3081,"Carysfort Avenue, Frascati Road"
16008,7584,"Stillorgan Park Road, Stillorgan Pk"
16009,3344,"Stillorgan Park, Coppinger Wood"
16010,7421,"Monkstown Rd, Annaville Ave."
16011,7422,"Monkstown Rd, Rowanbyrn"
16016,4732,"Rochestown Ave, Rehabilitation Hospital"
16017,3243,"Rochestown Ave, Sallynoggin Road"
16018,3244,"Rochestown Ave, Workmen's Club"
16019,3245,"Rochestown Ave, Johnstown Road"
16028,3537,"Shanganagh Road, Ballybrack Cross"
16029,3538,"Shanganagh Road, Abberley"
16030,7556,"Shanganagh Rd, Abberley"
16031,3539,"Shanganagh Road, River Close"
16032,3540,"Shanganagh Road, Shanganagh Bridge"
16033,3541,"Shanganagh Road, Hazelwood"
16034,3542,"Shanganagh Road, Rathsallagh"
16035,3544,"Beechfield Mnr, Shanganagh Road"
16037,3552,"Shanganagh Road, Rathsallagh"
16038,3553,"Shanganagh Road, Hazelwood"
16039,3554,"Shanganagh Road, Shanganagh Bridge"
16040,3555,"Shanganagh Road, Seafield Road"
16041,3556,"Shanganagh Road, The Elms"
16042,3557,"Shanganagh Road, The Sycamores"
16043,7317,"Wyattville Road, Shanganagh Road"
16052,3231,"Rochestown Ave, Granitefield Manor"
16053,3246,"Rochestown Ave, Johnstown Road"
16054,3247,"Rochestown Ave, Sallynoggin Road"
16055,7056,"Rochestown Ave, Somerton"
16056,4731,"Rochestown Ave, Rehabilitation Hospital"
16061,7419,"Monkstown Rd, Rowanbyrn"
16062,7420,"Monkstown Rd, Annaville Ave."
16063,3345,"Stillorgan Park, Coppinger Wood"
16089,345,"Pearse Street, Garda Station"
16244,7555,"Mountjoy Square, Mountjoy Sq Nth"
16247,7667,"Barnhill Rd, Barnhill Ave"
16251,3535,"Church Road, Wyattville Road"
16252,3536,"Church Road, Ballybrack Village"
16260,3543,"Shanganagh Road, Shankill Church"
16429,1091,"Whitehall Rd, Kimmage Road West"
16430,1092,"Whitehall Rd, Priory Walk"
16431,1093,"Whitehall Rd, Manor Grove"
16432,1094,"Whitehall Rd, Kimmage Manor Way"
16435,1101,"Limekiln Road, Wellington Lane"
16436,1102,"Limekiln Road, Limekiln Park"
16437,1103,"Limekiln Road, Tymon Park"
16438,1104,"Limekiln Ave, Limekiln Road"
16478,1105,"Limekiln Ave, Greenhills College"
16479,1107,"Limekiln Road, Limekiln Avenue"
16480,1108,"Limekiln Road, St. Peter's School"
16481,1109,"Limekiln Road, Mountdown Park"
16482,1110,"Limekiln Road, Wellington Lane"
16484,1112,"Whitehall Rd, Whitehall Park"
16485,1113,"Whitehall Rd, Glendale Park"
16486,1114,"Whitehall Rd, Manor Grove"
16487,1115,"Whitehall Rd, Whitehall Gardens"
16515,7558,"Cardiff Lane, Grand Canal Dock"
16540,2915,"Zion Road, Orwell Road"
16541,2916,"Bushy Park Rd, Victoria Road"
16542,2917,"Bushy Park Rd, Meadowbank"
16543,2918,"Bushy Park Rd, Riversdale Avenue"
16550,1135,"Marian Road, Marian Park"
16551,7064,"Marian Road, Anne Devlin Park"
16552,7066,"Ballyroan Rd, Butterfield Park"
16555,7442,"Ballyboden Way, The Glen"
16556,7446,"Ballyboden Way, Templeroan Lodge"
16557,7070,"Scholarstown Rd, Ballyboden Park"
16558,7445,"Scholarstown Rd, Stocking Lane"
16559,6339,"Stocking Lane, Scholarstown Road"
16560,6324,"Stocking Lane, Prospect"
16561,6325,"Stocking Lane, Woodfield"
16562,6341,"Stocking Avenue, Stocking Lane"
16563,6277,"Stocking Avenue, Stocking Lane"
16564,6278,"Stocking Avenue, Stocking Wood"
16565,6279,"Stocking Avenue, Dalriada Avenue"
16566,6280,"Stocking Avenue, Dalriada"
16616,6285,"Stocking Avenue, Dalriada"
16617,6286,"Stocking Avenue, Dalriada Avenue"
16618,6287,"Stocking Avenue, Stocking Wood"
16619,6288,"Stocking Avenue, Stocking Lane"
16620,6342,"Stocking Avenue, Stocking Lane"
16621,6298,"Stocking Lane, Woodfield"
16622,6336,"Stocking Lane, Prospect"
16623,7069,"Scholarstown Rd, Ballyboden Park"
16624,7443,"Ballyboden Way, Templeroan Lodge"
16625,7444,"Ballyboden Way, The Glen"
16628,7065,"Ballyroan Rd, Ballyroan Crescent"
16629,7063,"Marian Road, Orchardstown Avenue"
16630,1137,"Marian Road, Marian Crescent"
16637,2985,"Bushy Park Rd, Rathfarnham Road"
16638,2986,"Bushy Park Rd, Meadowbank"
16639,2988,"Zion Road, Bushy Park Road"
16875,983,"Mellowes Rd, Kildonan Road"
16876,984,"Mellowes Rd, Finglaswood Road"
16877,985,"Mellowes Rd, Mellowes Crescent"
16879,988,"Seamus Ennis Rd, Ballygall Road West"
16881,139,"Glasnevin Avenue, Grove Park Road"
16882,140,"Glasnevin Avenue, Beneavin Park"
16890,989,"Santry Avenue, Geraldstown Wood"
16891,6009,"Santry Avenue, Hazelwood"
16892,990,"Santry Avenue, Shanliss Way"
16893,991,"Santry Avenue, Swords Road"
16894,992,"Coolock Lane, Oak Park"
16895,7044,"Coolock Lane, Woodlawn Avenue"
16896,993,"Oscar Traynor Rd, Auldan Grange"
16897,5060,"Dundaniel Road, Oscar Traynor Rd"
16898,5061,"Dundaniel Road, Kilbarron Road"
16899,1235,"Dundaniel Road, Kilbarron Road"
16900,1251,"Kilbarron Rd, St. Luke's Church"
16902,7130,"Kilbarron Rd, Cromcastle Green"
16903,1237,"Kilbarron Rd, Cromcastle Ave"
16904,1253,"Kilmore Rd, Tranquility Grove"
16905,997,"Oscar Traynor Rd, Barrycourt Road"
16906,998,"Oscar Traynor Rd, Armstrong Walk"
16907,999,"Oscar Traynor Rd, Funeral Home"
16908,1000,"Oscar Traynor Rd, Northside"
16909,1001,"Oscar Traynor Rd, Coolock Village"
16910,1002,"Tonlegee Rd, Malahide Road"
16911,1003,"Tonlegee Rd, Springdale Road"
16912,1004,"Tonlegee Rd, Rathvale Drive"
16913,1005,"Tonlegee Rd, Limewood Park"
16914,1006,"Tonlegee Rd, Millbrook Rd"
16915,1007,"Tonlegee Rd, Millbrook Drive"
16916,1008,"Kilbarrack Road, Grange Road"
16917,1009,"Kilbarrack Road, St. Donagh's"
16918,1010,"Kilbarrack Road, Railway Bridge"
16919,1012,"Kilbarrack Pde, Kilbarrack Road"
17101,956,"Kilbarrack Pde, Naomh Barrog GAA Club"
17102,957,"Kilbarrack Rd, Railway Bridge"
17103,958,"Kilbarrack Road, St. Donagh's"
17104,959,"Kilbarrack Road, Grange Road"
17105,960,"Tonlegee Rd, Millbrook Drive"
17106,961,"Tonlegee Rd, St. Monica's Youth Club"
17107,962,"Tonlegee Rd, Limewood Park"
17108,963,"Tonlegee Rd, Rathvale Drive"
17109,964,"Tonlegee Rd, Smurfits"
17110,965,"Tonlegee Rd, Malahide Road"
17111,966,"Oscar Traynor Rd, St. Brendan's Terrace"
17112,967,"Oscar Traynor Rd, Woodville"
17113,968,"Oscar Traynor Rd, Woodville Park"
17114,1252,"Kilmore Rd, Tranquility Grove"
17115,1228,"Kilbarron Rd, Castlekevin Road"
17116,1244,"Kilbarron Rd, Cromcastle Green"
17118,1246,"Kilbarron Rd, Kilbarron Park"
17119,1229,"Kilbarron Rd, Dundaniel Road"
17120,5174,"Dundaniel Road, Kilbarron Road"
17121,6078,"Dundaniel Road, Oscar Traynor Rd"
17122,7112,"Coolock Lane, Astro Park"
17123,972,"Oscar Traynor Rd, Woodlawn"
17124,973,"Coolock Lane, Oak Park"
17125,974,"Santry Avenue, Swords Road"
17126,975,"Santry Avenue, Forestwood Close"
17127,5055,"Santry Avenue, Geraldstown Wood"
17128,976,"Santry Avenue, Ballymun Road"
17132,128,"Glasnevin Avenue, Ballymun Road"
17136,132,"Glasnevin Avenue, Beneavin Park"
17139,980,"Mellowes Rd, Mellowes Crescent"
17140,981,"Mellowes Rd, Finglaswood Road"
17145,1579,"Cappagh Road, Cappagh Hospital"
17347,2721,"Con Colbert Rd, South Circular Road"
17348,7012,"Con Colbert Rd, Memorial Road"
17357,4601,"Ballyowen Rd, Ballyowen Park"
17358,5058,"Ballyowen Rd, Castle Road"
