stop_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
993,27B,17A,,,,,,,,,,,,,,,,,,,,,
997,17A,,,,,,,,,,,,,,,,,,,,,,
998,17A,,,,,,,,,,,,,,,,,,,,,,
999,17A,,,,,,,,,,,,,,,,,,,,,,
1000,17A,,,,,,,,,,,,,,,,,,,,,,
1001,17A,,,,,,,,,,,,,,,,,,,,,,
1002,17A,,,,,,,,,,,,,,,,,,,,,,
1003,17A,,,,,,,,,,,,,,,,,,,,,,
1004,17A,,,,,,,,,,,,,,,,,,,,,,
1005,17A,27A,,,,,,,,,,,,,,,,,,,,,
1006,17A,,,,,,,,,,,,,,,,,,,,,,
1007,17A,,,,,,,,,,,,,,,,,,,,,,
1008,17A,,,,,,,,,,,,,,,,,,,,,,
1009,17A,,,,,,,,,,,,,,,,,,,,,,
1010,17A,,,,,,,,,,,,,,,,,,,,,,
1012,17A,,,,,,,,,,,,,,,,,,,,,,
1013,61,44,142,,,,,,,,,,,,,,,,,,,,
1014,757,,,,,,,,,,,,,,,,,,,,,,
1015,757,44,142,61,,,,,,,,,,,,,,,,,,,
1016,65,65B,14,15D,15B,142,15,140,15A,83,83A,,,,,,,,,,,,
1017,83A,83,15A,140,15,142,15B,15D,14,65B,65,,,,,,,,,,,,
1018,65,65B,14,15D,15B,142,15,140,15A,83,83A,,,,,,,,,,,,
1019,83A,83,15A,140,15,142,15B,15D,14,65B,65,,,,,,,,,,,,
1020,65,65B,14,15D,15B,142,15,140,15A,83,83A,,,,,,,,,,,,
1021,140,142,,,,,,,,,,,,,,,,,,,,,
1022,142,140,,,,,,,,,,,,,,,,,,,,,
1023,140,142,,,,,,,,,,,,,,,,,,,,,
1024,142,140,,,,,,,,,,,,,,,,,,,,,
1025,142,,,,,,,,,,,,,,,,,,,,,,
1026,142,,,,,,,,,,,,,,,,,,,,,,
1027,142,,,,,,,,,,,,,,,,,,,,,,
1028,142,,,,,,,,,,,,,,,,,,,,,,
1035,161,17,61,,,,,,,,,,,,,,,,,,,,
1036,14,14C,,,,,,,,,,,,,,,,,,,,,
1037,14C,14,,,,,,,,,,,,,,,,,,,,,
1038,14,14C,,,,,,,,,,,,,,,,,,,,,
1039,102,,,,,,,,,,,,,,,,,,,,,,
1040,102,,,,,,,,,,,,,,,,,,,,,,
1041,102,,,,,,,,,,,,,,,,,,,,,,
1042,14,,,,,,,,,,,,,,,,,,,,,,
1043,14,,,,,,,,,,,,,,,,,,,,,,
1044,14,,,,,,,,,,,,,,,,,,,,,,
1045,14,,,,,,,,,,,,,,,,,,,,,,
1046,14,,,,,,,,,,,,,,,,,,,,,,
1047,14,,,,,,,,,,,,,,,,,,,,,,
1048,14,,,,,,,,,,,,,,,,,,,,,,
1049,14,,,,,,,,,,,,,,,,,,,,,,
1050,102,,,,,,,,,,,,,,,,,,,,,,
1051,14C,14,,,,,,,,,,,,,,,,,,,,,
1052,14,14C,,,,,,,,,,,,,,,,,,,,,
1053,14C,14,,,,,,,,,,,,,,,,,,,,,
1054,14,14C,,,,,,,,,,,,,,,,,,,,,
1055,61,17,161,,,,,,,,,,,,,,,,,,,,
1062,142,,,,,,,,,,,,,,,,,,,,,,
1063,142,,,,,,,,,,,,,,,,,,,,,,
1064,142,,,,,,,,,,,,,,,,,,,,,,
1065,142,,,,,,,,,,,,,,,,,,,,,,
1066,142,,,,,,,,,,,,,,,,,,,,,,
1067,142,140,,,,,,,,,,,,,,,,,,,,,
1068,140,142,,,,,,,,,,,,,,,,,,,,,
1069,142,14C,15,140,15A,83A,83,15B,15D,65,14,65B,,,,,,,,,,,
1070,65B,14,65,15D,15B,83,83A,15A,140,15,14C,142,,,,,,,,,,,
1071,142,14C,15,140,15A,83A,83,15B,15D,65,65B,14,,,,,,,,,,,
1072,14,65B,65,15D,15B,83,83A,15A,140,15,14C,142,,,,,,,,,,,
1073,142,102,,,,,,,,,,,,,,,,,,,,,
1074,757,44,61,,,,,,,,,,,,,,,,,,,,
1076,65,65B,14,15B,15D,83A,83,142,15,140,15A,,,,,,,,,,,,
1077,15A,15,83,83A,15D,15B,18,14,65B,65,,,,,,,,,,,,,
1078,65,65B,14,15B,15D,15,15A,,,,,,,,,,,,,,,,
1079,15A,15,15D,15B,14,65B,65,,,,,,,,,,,,,,,,
1080,65,65B,14,15B,15D,15,15A,,,,,,,,,,,,,,,,
1081,15A,15,15D,15B,14,65B,65,,,,,,,,,,,,,,,,
1082,65,65B,15,15A,,,,,,,,,,,,,,,,,,,
1083,15A,15,65B,65,,,,,,,,,,,,,,,,,,,
1085,65,65B,15,15A,,,,,,,,,,,,,,,,,,,
1086,15A,17,,,,,,,,,,,,,,,,,,,,,
1087,17,15A,,,,,,,,,,,,,,,,,,,,,
1088,15A,17,,,,,,,,,,,,,,,,,,,,,
1089,17,15A,,,,,,,,,,,,,,,,,,,,,
1090,15A,9,17,,,,,,,,,,,,,,,,,,,,
1091,15A,,,,,,,,,,,,,,,,,,,,,,
1092,15A,,,,,,,,,,,,,,,,,,,,,,
1093,15A,,,,,,,,,,,,,,,,,,,,,,
1094,15A,,,,,,,,,,,,,,,,,,,,,,
1095,15A,150,,,,,,,,,,,,,,,,,,,,,
1096,150,15A,54A,,,,,,,,,,,,,,,,,,,,
1097,54A,150,,,,,,,,,,,,,,,,,,,,,
1099,150,54A,,,,,,,,,,,,,,,,,,,,,
1100,54A,150,,,,,,,,,,,,,,,,,,,,,
1101,15A,,,,,,,,,,,,,,,,,,,,,,
1102,15A,,,,,,,,,,,,,,,,,,,,,,
1103,15A,,,,,,,,,,,,,,,,,,,,,,
1104,15A,,,,,,,,,,,,,,,,,,,,,,
1105,15A,,,,,,,,,,,,,,,,,,,,,,
1107,15A,,,,,,,,,,,,,,,,,,,,,,
1108,15A,,,,,,,,,,,,,,,,,,,,,,
1109,15A,,,,,,,,,,,,,,,,,,,,,,
1110,15A,,,,,,,,,,,,,,,,,,,,,,
1111,15A,150,54A,,,,,,,,,,,,,,,,,,,,
1112,15A,,,,,,,,,,,,,,,,,,,,,,
1113,15A,,,,,,,,,,,,,,,,,,,,,,
1114,15A,,,,,,,,,,,,,,,,,,,,,,
1115,15A,,,,,,,,,,,,,,,,,,,,,,
1117,15A,17,,,,,,,,,,,,,,,,,,,,,
1118,17,15A,,,,,,,,,,,,,,,,,,,,,
1119,15A,17,,,,,,,,,,,,,,,,,,,,,
1120,17,15A,,,,,,,,,,,,,,,,,,,,,
1121,15,49,65B,65,,,,,,,,,,,,,,,,,,,
1122,65,65B,49,15,,,,,,,,,,,,,,,,,,,
1123,15,49,65B,65,,,,,,,,,,,,,,,,,,,
1124,65,65B,49,15,,,,,,,,,,,,,,,,,,,
1125,15,49,65B,65,,,,,,,,,,,,,,,,,,,
1127,65,65B,49,15,,,,,,,,,,,,,,,,,,,
1130,15,49,65B,65,,,,,,,,,,,,,,,,,,,
1131,75,,,,,,,,,,,,,,,,,,,,,,
1132,75,,,,,,,,,,,,,,,,,,,,,,
1133,75,,,,,,,,,,,,,,,,,,,,,,
1134,75,,,,,,,,,,,,,,,,,,,,,,
1135,15B,15D,,,,,,,,,,,,,,,,,,,,,
1137,15D,15B,,,,,,,,,,,,,,,,,,,,,
1138,75,,,,,,,,,,,,,,,,,,,,,,
1139,75,,,,,,,,,,,,,,,,,,,,,,
1140,75,49,15,,,,,,,,,,,,,,,,,,,,
1141,15,,,,,,,,,,,,,,,,,,,,,,
1142,15,,,,,,,,,,,,,,,,,,,,,,
1143,15,,,,,,,,,,,,,,,,,,,,,,
1144,15,,,,,,,,,,,,,,,,,,,,,,
1145,15,,,,,,,,,,,,,,,,,,,,,,
1150,15,,,,,,,,,,,,,,,,,,,,,,
1151,15,,,,,,,,,,,,,,,,,,,,,,
1152,15,,,,,,,,,,,,,,,,,,,,,,
1153,15,,,,,,,,,,,,,,,,,,,,,,
1154,15,,,,,,,,,,,,,,,,,,,,,,
1155,15,49,65,65B,,,,,,,,,,,,,,,,,,,
1157,65B,65,49,15,,,,,,,,,,,,,,,,,,,
1158,15,49,65,65B,,,,,,,,,,,,,,,,,,,
1159,65B,65,49,15,,,,,,,,,,,,,,,,,,,
1160,15,49,65,65B,,,,,,,,,,,,,,,,,,,
1161,65B,65,49,15,,,,,,,,,,,,,,,,,,,
1162,15,49,65,65B,,,,,,,,,,,,,,,,,,,
1163,65B,65,49,15,,,,,,,,,,,,,,,,,,,
1164,15,15A,65,65B,,,,,,,,,,,,,,,,,,,
1165,65B,65,15A,15,,,,,,,,,,,,,,,,,,,
1166,15,14C,15A,65,65B,14,15B,15D,,,,,,,,,,,,,,,
1167,15D,15B,14,65B,65,15A,14C,15,,,,,,,,,,,,,,,
1168,15,14C,15A,65,65B,14,15B,15D,,,,,,,,,,,,,,,
1169,15D,15B,14,65B,65,15A,14C,15,,,,,,,,,,,,,,,
1170,15,14C,15A,83A,83,65,65B,14,15B,15D,,,,,,,,,,,,,
1171,33,41,41C,41B,,,,,,,,,,,,,,,,,,,
1172,41B,41C,41,747,33,,,,,,,,,,,,,,,,,,
1173,33,41,41C,41B,,,,,,,,,,,,,,,,,,,
1174,41B,41C,41,7,7A,33,,,,,,,,,,,,,,,,,
1175,33,41,41C,41B,,,,,,,,,,,,,,,,,,,
1176,27B,,,,,,,,,,,,,,,,,,,,,,
1177,27B,,,,,,,,,,,,,,,,,,,,,,
1178,27B,,,,,,,,,,,,,,,,,,,,,,
1179,27B,,,,,,,,,,,,,,,,,,,,,,
1181,40B,83,83A,,,,,,,,,,,,,,,,,,,,
1182,83A,83,40B,,,,,,,,,,,,,,,,,,,,
1184,53,43,42,,,,,,,,,,,,,,,,,,,,
1185,14,,,,,,,,,,,,,,,,,,,,,,
1186,14,,,,,,,,,,,,,,,,,,,,,,
1187,14,,,,,,,,,,,,,,,,,,,,,,
1188,14,,,,,,,,,,,,,,,,,,,,,,
1190,14,14C,,,,,,,,,,,,,,,,,,,,,
1191,14C,14,,,,,,,,,,,,,,,,,,,,,
1192,14,14C,,,,,,,,,,,,,,,,,,,,,
1193,14C,14,,,,,,,,,,,,,,,,,,,,,
1194,14,14C,,,,,,,,,,,,,,,,,,,,,
1195,14C,14,,,,,,,,,,,,,,,,,,,,,
1196,104,27B,27A,43,27X,27,15,42,,,,,,,,,,,,,,,
1197,42,15,27,27X,43,27A,27B,104,,,,,,,,,,,,,,,
1198,27B,27A,43,27X,27,15,42,,,,,,,,,,,,,,,,
1199,42,15,27,27X,43,,,,,,,,,,,,,,,,,,
1200,43,27X,27,15,42,,,,,,,,,,,,,,,,,,
1201,42,15,27,27X,43,,,,,,,,,,,,,,,,,,
1202,43,15,42,,,,,,,,,,,,,,,,,,,,
1203,42,15,43,,,,,,,,,,,,,,,,,,,,
1205,43,42,,,,,,,,,,,,,,,,,,,,,
1206,42,43,,,,,,,,,,,,,,,,,,,,,
1207,43,42,,,,,,,,,,,,,,,,,,,,,
1208,42,43,,,,,,,,,,,,,,,,,,,,,
1209,43,42,,,,,,,,,,,,,,,,,,,,,
1210,42,43,,,,,,,,,,,,,,,,,,,,,
1211,42,,,,,,,,,,,,,,,,,,,,,,
1212,42,43,,,,,,,,,,,,,,,,,,,,,
1213,43,42,,,,,,,,,,,,,,,,,,,,,
1214,42,43,,,,,,,,,,,,,,,,,,,,,
1215,43,42,,,,,,,,,,,,,,,,,,,,,
1216,42,43,,,,,,,,,,,,,,,,,,,,,
1217,43,42,,,,,,,,,,,,,,,,,,,,,
1218,42,15,43,27X,27,,,,,,,,,,,,,,,,,,
1219,27,27X,43,27A,27B,15,42,,,,,,,,,,,,,,,,
1220,42,15,27B,27A,104,43,27X,27,,,,,,,,,,,,,,,
1221,27,27X,43,104,27A,27B,15,42,,,,,,,,,,,,,,,
1222,27B,,,,,,,,,,,,,,,,,,,,,,
1223,27B,,,,,,,,,,,,,,,,,,,,,,
1224,27B,,,,,,,,,,,,,,,,,,,,,,
1225,27B,,,,,,,,,,,,,,,,,,,,,,
1226,27B,,,,,,,,,,,,,,,,,,,,,,
1227,27B,,,,,,,,,,,,,,,,,,,,,,
1228,27B,17A,,,,,,,,,,,,,,,,,,,,,
1229,17A,27B,,,,,,,,,,,,,,,,,,,,,
1231,27B,,,,,,,,,,,,,,,,,,,,,,
1232,27B,,,,,,,,,,,,,,,,,,,,,,
1233,27B,,,,,,,,,,,,,,,,,,,,,,
1234,27B,,,,,,,,,,,,,,,,,,,,,,
1235,27B,17A,,,,,,,,,,,,,,,,,,,,,
1237,17A,27B,,,,,,,,,,,,,,,,,,,,,
1238,27B,,,,,,,,,,,,,,,,,,,,,,
1239,27B,,,,,,,,,,,,,,,,,,,,,,
1240,27B,,,,,,,,,,,,,,,,,,,,,,
1241,27B,,,,,,,,,,,,,,,,,,,,,,
1242,27B,,,,,,,,,,,,,,,,,,,,,,
1243,27X,27,,,,,,,,,,,,,,,,,,,,,
1244,17A,27B,,,,,,,,,,,,,,,,,,,,,
1245,27,27X,,,,,,,,,,,,,,,,,,,,,
1246,17A,27B,,,,,,,,,,,,,,,,,,,,,
1247,27X,27,,,,,,,,,,,,,,,,,,,,,
1248,27,27X,,,,,,,,,,,,,,,,,,,,,
1249,27X,27,,,,,,,,,,,,,,,,,,,,,
1250,27,27X,,,,,,,,,,,,,,,,,,,,,
1251,17A,27B,,,,,,,,,,,,,,,,,,,,,
1252,17A,,,,,,,,,,,,,,,,,,,,,,
1253,17A,27B,,,,,,,,,,,,,,,,,,,,,
1254,27X,27,,,,,,,,,,,,,,,,,,,,,
1255,27,27X,,,,,,,,,,,,,,,,,,,,,
1256,27X,27,,,,,,,,,,,,,,,,,,,,,
1258,27,27X,,,,,,,,,,,,,,,,,,,,,
1259,27X,27,,,,,,,,,,,,,,,,,,,,,
1260,27,27X,,,,,,,,,,,,,,,,,,,,,
1262,27X,27,,,,,,,,,,,,,,,,,,,,,
1265,27,27X,,,,,,,,,,,,,,,,,,,,,
1266,27X,27,,,,,,,,,,,,,,,,,,,,,
1267,27,27X,,,,,,,,,,,,,,,,,,,,,
1268,27X,27,,,,,,,,,,,,,,,,,,,,,
1269,27,27X,,,,,,,,,,,,,,,,,,,,,
1270,43,42,15,,,,,,,,,,,,,,,,,,,,
1272,15,42,43,,,,,,,,,,,,,,,,,,,,
1273,43,27X,27,42,15,,,,,,,,,,,,,,,,,,
1274,15,42,27,27X,43,,,,,,,,,,,,,,,,,,
1275,43,27X,27,42,15,,,,,,,,,,,,,,,,,,
1276,15,42,27,27X,43,,,,,,,,,,,,,,,,,,
1277,43,27B,27A,27X,27,42,15,,,,,,,,,,,,,,,,
1278,122,9,123,68,68A,,,,,,,,,,,,,,,,,,
1279,54A,16,83A,83,150,,,,,,,,,,,,,,,,,,
1280,140,40,40B,,,,,,,,,,,,,,,,,,,,
1281,61,17,75,,,,,,,,,,,,,,,,,,,,
1282,9,122,16,68A,68,,,,,,,,,,,,,,,,,,
1283,65,65B,14,15D,15B,140,15,15A,83A,83,,,,,,,,,,,,,
1284,83,83A,9,122,16,65B,65,68,68A,,,,,,,,,,,,,,
1285,68A,68,65,65B,14,16,15B,15D,122,15,140,15A,9,83A,83,,,,,,,,
1286,9,122,68,68A,,,,,,,,,,,,,,,,,,,
1287,16,,,,,,,,,,,,,,,,,,,,,,
1288,16,68A,68,122,9,,,,,,,,,,,,,,,,,,
1289,9,68,68A,122,16,,,,,,,,,,,,,,,,,,
1290,16,54A,9,49,,,,,,,,,,,,,,,,,,,
1291,49,9,54A,16,,,,,,,,,,,,,,,,,,,
1292,16,49,,,,,,,,,,,,,,,,,,,,,
1293,49,16,,,,,,,,,,,,,,,,,,,,,
1294,16,49,,,,,,,,,,,,,,,,,,,,,
1295,49,16,,,,,,,,,,,,,,,,,,,,,
1296,16,49,,,,,,,,,,,,,,,,,,,,,
1297,49,16,,,,,,,,,,,,,,,,,,,,,
1298,16,49,,,,,,,,,,,,,,,,,,,,,
1299,16,17,,,,,,,,,,,,,,,,,,,,,
1300,17,16,15D,15B,,,,,,,,,,,,,,,,,,,
1301,15B,15D,16,17,,,,,,,,,,,,,,,,,,,
1302,17,16,15D,15B,,,,,,,,,,,,,,,,,,,
1303,15B,15D,16,17,,,,,,,,,,,,,,,,,,,
1304,17,16,,,,,,,,,,,,,,,,,,,,,
1305,16,17,61,75,,,,,,,,,,,,,,,,,,,
1306,75,61,17,,,,,,,,,,,,,,,,,,,,
1307,17,61,75,,,,,,,,,,,,,,,,,,,,
1308,75,61,17,,,,,,,,,,,,,,,,,,,,
1309,17,61,75,,,,,,,,,,,,,,,,,,,,
1310,61,17,161,,,,,,,,,,,,,,,,,,,,
1311,161,17,61,,,,,,,,,,,,,,,,,,,,
1312,61,17,161,,,,,,,,,,,,,,,,,,,,
1313,161,17,61,,,,,,,,,,,,,,,,,,,,
1314,61,17,161,,,,,,,,,,,,,,,,,,,,
1315,161,17,61,,,,,,,,,,,,,,,,,,,,
1316,61,17,161,,,,,,,,,,,,,,,,,,,,
1317,17,61,75,,,,,,,,,,,,,,,,,,,,
1318,75,61,17,,,,,,,,,,,,,,,,,,,,
1319,17,61,75,,,,,,,,,,,,,,,,,,,,
1320,16,,,,,,,,,,,,,,,,,,,,,,
1321,16,,,,,,,,,,,,,,,,,,,,,,
1322,16,,,,,,,,,,,,,,,,,,,,,,
1323,16,,,,,,,,,,,,,,,,,,,,,,
1324,16,,,,,,,,,,,,,,,,,,,,,,
1325,16,16C,,,,,,,,,,,,,,,,,,,,,
1326,16C,16,,,,,,,,,,,,,,,,,,,,,
1327,16,16C,,,,,,,,,,,,,,,,,,,,,
1328,16C,16,,,,,,,,,,,,,,,,,,,,,
1329,16,16C,17,61,75,,,,,,,,,,,,,,,,,,
1330,75,61,17,16C,16,,,,,,,,,,,,,,,,,,
1331,16,16C,17,15D,15B,,,,,,,,,,,,,,,,,,
1332,15B,15D,17,16C,16,,,,,,,,,,,,,,,,,,
1333,16,16C,17,15D,15B,,,,,,,,,,,,,,,,,,
1334,15B,15D,17,16C,16,,,,,,,,,,,,,,,,,,
1335,16,16C,17,,,,,,,,,,,,,,,,,,,,
1336,17,16C,16,,,,,,,,,,,,,,,,,,,,
1337,16,16C,49,,,,,,,,,,,,,,,,,,,,
1338,49,16C,16,,,,,,,,,,,,,,,,,,,,
1339,16,16C,49,,,,,,,,,,,,,,,,,,,,
1340,49,16C,16,,,,,,,,,,,,,,,,,,,,
1341,16,16C,49,,,,,,,,,,,,,,,,,,,,
1342,49,16C,16,,,,,,,,,,,,,,,,,,,,
1343,16,16C,49,,,,,,,,,,,,,,,,,,,,
1344,49,9,16C,16,54A,,,,,,,,,,,,,,,,,,
1345,54A,16,16C,9,49,,,,,,,,,,,,,,,,,,
1347,49,9,16C,16,54A,,,,,,,,,,,,,,,,,,
1348,122,68A,68,16,16C,9,,,,,,,,,,,,,,,,,
1349,9,16C,16,68,68A,122,,,,,,,,,,,,,,,,,
1350,122,68A,68,16,16C,9,,,,,,,,,,,,,,,,,
1352,9,83A,83,16C,16,68,68A,65,65B,122,,,,,,,,,,,,,
1353,122,14,65B,65,68A,68,16,16C,15D,15B,83,83A,9,140,15,14C,142,15A,,,,,
1354,15A,142,14C,15,140,15B,15D,14,,,,,,,,,,,,,,,
1355,122,68,68A,65,65B,16C,16,9,83A,83,,,,,,,,,,,,,
1357,83,83A,9,16,16C,65B,65,68A,68,122,,,,,,,,,,,,,
1358,54A,68,68X,69,68A,65,56A,65B,27,79A,79,77X,77A,69X,40,49,150,,,,,,
1359,747,83,9,83A,16C,16,122,123,13,,,,,,,,,,,,,,
1360,122,68A,68,,,,,,,,,,,,,,,,,,,,
1362,68,68A,122,,,,,,,,,,,,,,,,,,,,
1363,122,68A,68,,,,,,,,,,,,,,,,,,,,
1364,68,68A,122,,,,,,,,,,,,,,,,,,,,
1365,122,68A,68,,,,,,,,,,,,,,,,,,,,
1366,68,68A,122,17,,,,,,,,,,,,,,,,,,,
1367,17,122,68A,68,,,,,,,,,,,,,,,,,,,
1369,68,68A,123,,,,,,,,,,,,,,,,,,,,
1370,123,68A,68,,,,,,,,,,,,,,,,,,,,
1371,68,68A,123,,,,,,,,,,,,,,,,,,,,
1372,68A,68,,,,,,,,,,,,,,,,,,,,,
1373,68,68A,,,,,,,,,,,,,,,,,,,,,
1374,68A,68,,,,,,,,,,,,,,,,,,,,,
1375,68,68A,,,,,,,,,,,,,,,,,,,,,
1376,68A,68,,,,,,,,,,,,,,,,,,,,,
1377,68,68A,123,,,,,,,,,,,,,,,,,,,,
1378,123,68A,68,,,,,,,,,,,,,,,,,,,,
1379,68,68A,,,,,,,,,,,,,,,,,,,,,
1380,68A,68,122,17,,,,,,,,,,,,,,,,,,,
1381,17,122,68,68A,,,,,,,,,,,,,,,,,,,
1382,68A,68,122,,,,,,,,,,,,,,,,,,,,
1383,122,68,68A,,,,,,,,,,,,,,,,,,,,
1384,68A,68,122,,,,,,,,,,,,,,,,,,,,
1385,122,68,68A,,,,,,,,,,,,,,,,,,,,
1386,150,,,,,,,,,,,,,,,,,,,,,,
1387,150,,,,,,,,,,,,,,,,,,,,,,
1388,150,,,,,,,,,,,,,,,,,,,,,,
1389,150,,,,,,,,,,,,,,,,,,,,,,
1391,17,,,,,,,,,,,,,,,,,,,,,,
1392,17,,,,,,,,,,,,,,,,,,,,,,
1394,17,,,,,,,,,,,,,,,,,,,,,,
1395,17,,,,,,,,,,,,,,,,,,,,,,
1396,150,,,,,,,,,,,,,,,,,,,,,,
1397,150,,,,,,,,,,,,,,,,,,,,,,
1398,150,,,,,,,,,,,,,,,,,,,,,,
1399,150,,,,,,,,,,,,,,,,,,,,,,
1400,17,,,,,,,,,,,,,,,,,,,,,,
1401,150,,,,,,,,,,,,,,,,,,,,,,
1402,150,,,,,,,,,,,,,,,,,,,,,,
1403,150,,,,,,,,,,,,,,,,,,,,,,
1404,150,,,,,,,,,,,,,,,,,,,,,,
1405,150,,,,,,,,,,,,,,,,,,,,,,
1406,151,77A,17,27,56A,,,,,,,,,,,,,,,,,,
1407,56A,27,17,77A,151,,,,,,,,,,,,,,,,,,
1409,151,77A,17,27,56A,,,,,,,,,,,,,,,,,,
1410,122,,,,,,,,,,,,,,,,,,,,,,
1411,122,,,,,,,,,,,,,,,,,,,,,,
1412,122,,,,,,,,,,,,,,,,,,,,,,
1413,122,,,,,,,,,,,,,,,,,,,,,,
1414,122,,,,,,,,,,,,,,,,,,,,,,
1415,122,,,,,,,,,,,,,,,,,,,,,,
1417,122,,,,,,,,,,,,,,,,,,,,,,
1418,122,,,,,,,,,,,,,,,,,,,,,,
1419,122,123,,,,,,,,,,,,,,,,,,,,,
1421,18,,,,,,,,,,,,,,,,,,,,,,
1423,123,122,,,,,,,,,,,,,,,,,,,,,
1424,122,123,56A,27,77A,77X,151,,,,,,,,,,,,,,,,
1425,123,122,,,,,,,,,,,,,,,,,,,,,
1426,122,123,,,,,,,,,,,,,,,,,,,,,
1427,122,,,,,,,,,,,,,,,,,,,,,,
1428,122,,,,,,,,,,,,,,,,,,,,,,
1429,122,,,,,,,,,,,,,,,,,,,,,,
1430,122,,,,,,,,,,,,,,,,,,,,,,
1432,122,,,,,,,,,,,,,,,,,,,,,,
1433,122,,,,,,,,,,,,,,,,,,,,,,
1434,122,,,,,,,,,,,,,,,,,,,,,,
1435,122,,,,,,,,,,,,,,,,,,,,,,
1436,56A,27,17,151,77A,,,,,,,,,,,,,,,,,,
1438,150,,,,,,,,,,,,,,,,,,,,,,
1439,150,,,,,,,,,,,,,,,,,,,,,,
1440,150,,,,,,,,,,,,,,,,,,,,,,
1441,150,,,,,,,,,,,,,,,,,,,,,,
1442,150,,,,,,,,,,,,,,,,,,,,,,
1443,145,79,83A,83,79A,70,69X,39X,39A,39,51D,69,37,,,,,,,,,,
1444,37,25,25A,69,66,66A,66X,67,66B,67X,25D,25X,25B,26,51D,39,39A,69X,70,79A,79,145,
1445,145,79,79A,70,747,69X,39A,39,51D,26,25B,25X,25D,67X,66B,67,66X,66A,66,69,25A,25,37
1447,66X,67X,69X,,,,,,,,,,,,,,,,,,,,
1449,67,66B,66A,66,69,25,26,,,,,,,,,,,,,,,,
1450,26,25,69,66,66A,66B,67,,,,,,,,,,,,,,,,
1451,67,66B,66A,66,69,25,26,,,,,,,,,,,,,,,,
1452,69,,,,,,,,,,,,,,,,,,,,,,
1453,123,,,,,,,,,,,,,,,,,,,,,,
1454,123,,,,,,,,,,,,,,,,,,,,,,
1455,123,,,,,,,,,,,,,,,,,,,,,,
1456,123,,,,,,,,,,,,,,,,,,,,,,
1457,123,,,,,,,,,,,,,,,,,,,,,,
1458,123,,,,,,,,,,,,,,,,,,,,,,
1459,123,,,,,,,,,,,,,,,,,,,,,,
1460,123,,,,,,,,,,,,,,,,,,,,,,
1462,123,,,,,,,,,,,,,,,,,,,,,,
1463,123,,,,,,,,,,,,,,,,,,,,,,
1464,123,,,,,,,,,,,,,,,,,,,,,,
1465,123,,,,,,,,,,,,,,,,,,,,,,
1466,123,,,,,,,,,,,,,,,,,,,,,,
1467,123,,,,,,,,,,,,,,,,,,,,,,
1468,123,,,,,,,,,,,,,,,,,,,,,,
1469,123,,,,,,,,,,,,,,,,,,,,,,
1471,69,68,,,,,,,,,,,,,,,,,,,,,
1472,68,69,66,66A,66B,67,25,26,,,,,,,,,,,,,,,
1473,26,25,67,66B,66A,66,69,68,,,,,,,,,,,,,,,
1474,69,66,66A,66B,67,25,26,,,,,,,,,,,,,,,,
1476,26,25B,25X,25D,25,25A,67,66B,67X,66A,66X,66,69,145,747,79A,79,51D,,,,,
1478,51D,83,83A,70,39,39A,39X,145,66,66X,66A,67X,66B,67,25A,25,51X,37,25D,25X,25B,26,
1479,26,25B,25X,25D,37,51X,25,25A,67,66B,67X,66A,66X,66,145,151,39A,39,70,83A,83,51D,
1480,79A,79,69X,69,,,,,,,,,,,,,,,,,,,
1481,123,,,,,,,,,,,,,,,,,,,,,,
1482,123,,,,,,,,,,,,,,,,,,,,,,
1484,123,,,,,,,,,,,,,,,,,,,,,,
1485,123,,,,,,,,,,,,,,,,,,,,,,
1486,123,,,,,,,,,,,,,,,,,,,,,,
1487,123,,,,,,,,,,,,,,,,,,,,,,
1488,123,,,,,,,,,,,,,,,,,,,,,,
1489,123,,,,,,,,,,,,,,,,,,,,,,
1490,123,,,,,,,,,,,,,,,,,,,,,,
1491,123,,,,,,,,,,,,,,,,,,,,,,
1492,123,,,,,,,,,,,,,,,,,,,,,,
1493,123,,,,,,,,,,,,,,,,,,,,,,
1494,123,,,,,,,,,,,,,,,,,,,,,,
1495,123,,,,,,,,,,,,,,,,,,,,,,
1496,123,,,,,,,,,,,,,,,,,,,,,,
1499,123,,,,,,,,,,,,,,,,,,,,,,
1500,151,27,,,,,,,,,,,,,,,,,,,,,
1505,123,,,,,,,,,,,,,,,,,,,,,,
1506,140,40,40D,40B,,,,,,,,,,,,,,,,,,,
1507,40B,40D,40,140,,,,,,,,,,,,,,,,,,,
1508,140,40,40D,40B,,,,,,,,,,,,,,,,,,,
1509,40B,40D,40,140,,,,,,,,,,,,,,,,,,,
1510,140,40,40D,40B,,,,,,,,,,,,,,,,,,,
1511,40B,40D,40,140,,,,,,,,,,,,,,,,,,,
1512,140,40D,40B,220,,,,,,,,,,,,,,,,,,,
1513,220,,,,,,,,,,,,,,,,,,,,,,
1514,40D,,,,,,,,,,,,,,,,,,,,,,
1515,123,,,,,,,,,,,,,,,,,,,,,,
1517,37,,,,,,,,,,,,,,,,,,,,,,
1518,40B,40,,,,,,,,,,,,,,,,,,,,,
1519,40,40B,,,,,,,,,,,,,,,,,,,,,
1520,40B,40,,,,,,,,,,,,,,,,,,,,,
1521,40,40B,,,,,,,,,,,,,,,,,,,,,
