stop_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1523,40B,40,,,,,,,,,,,,,,,,,,,,,
1524,40,40B,,,,,,,,,,,,,,,,,,,,,
1525,40B,40,,,,,,,,,,,,,,,,,,,,,
1526,40,40B,,,,,,,,,,,,,,,,,,,,,
1528,37,,,,,,,,,,,,,,,,,,,,,,
1529,40B,40D,220,,,,,,,,,,,,,,,,,,,,
1530,220,,,,,,,,,,,,,,,,,,,,,,
1531,220,40D,40B,40,140,,,,,,,,,,,,,,,,,,
1532,140,40,40B,40D,220,,,,,,,,,,,,,,,,,,
1533,40D,40B,40,140,,,,,,,,,,,,,,,,,,,
1534,140,40,40B,40D,,,,,,,,,,,,,,,,,,,
1535,40D,40B,40,140,,,,,,,,,,,,,,,,,,,
1536,140,40,40B,40D,,,,,,,,,,,,,,,,,,,
1537,40D,40B,40,140,,,,,,,,,,,,,,,,,,,
1538,140,40B,40D,220,,,,,,,,,,,,,,,,,,,
1539,83,83A,,,,,,,,,,,,,,,,,,,,,
1540,83A,83,,,,,,,,,,,,,,,,,,,,,
1545,236,220,238,,,,,,,,,,,,,,,,,,,,
1546,238,,,,,,,,,,,,,,,,,,,,,,
1547,40,,,,,,,,,,,,,,,,,,,,,,
1548,40,,,,,,,,,,,,,,,,,,,,,,
1549,40,40B,,,,,,,,,,,,,,,,,,,,,
1550,40B,83A,83,,,,,,,,,,,,,,,,,,,,
1551,83,83A,40B,,,,,,,,,,,,,,,,,,,,
1552,40B,83A,83,,,,,,,,,,,,,,,,,,,,
1553,40B,,,,,,,,,,,,,,,,,,,,,,
1554,40B,,,,,,,,,,,,,,,,,,,,,,
1555,40B,83,83A,,,,,,,,,,,,,,,,,,,,
1556,83A,83,40B,,,,,,,,,,,,,,,,,,,,
1557,40B,83,83A,,,,,,,,,,,,,,,,,,,,
1558,40,140,40B,,,,,,,,,,,,,,,,,,,,
1559,40B,40,,,,,,,,,,,,,,,,,,,,,
1560,140,40B,,,,,,,,,,,,,,,,,,,,,
1566,83,83A,,,,,,,,,,,,,,,,,,,,,
1567,83A,83,,,,,,,,,,,,,,,,,,,,,
1573,40,220,,,,,,,,,,,,,,,,,,,,,
1574,220,40,,,,,,,,,,,,,,,,,,,,,
1575,40,220,,,,,,,,,,,,,,,,,,,,,
1576,220,17A,40D,,,,,,,,,,,,,,,,,,,,
1577,40D,17A,220,,,,,,,,,,,,,,,,,,,,
1578,220,17A,40D,,,,,,,,,,,,,,,,,,,,
1579,40D,17A,,,,,,,,,,,,,,,,,,,,,
1580,17A,220,40D,,,,,,,,,,,,,,,,,,,,
1581,40D,220,17A,,,,,,,,,,,,,,,,,,,,
1582,40D,,,,,,,,,,,,,,,,,,,,,,
1584,40D,17A,220,,,,,,,,,,,,,,,,,,,,
1585,220,40,,,,,,,,,,,,,,,,,,,,,
1586,40,220,,,,,,,,,,,,,,,,,,,,,
1587,220,40,,,,,,,,,,,,,,,,,,,,,
1591,40,,,,,,,,,,,,,,,,,,,,,,
1592,40,220,,,,,,,,,,,,,,,,,,,,,
1593,220,40,,,,,,,,,,,,,,,,,,,,,
1594,40,220,,,,,,,,,,,,,,,,,,,,,
1595,40,,,,,,,,,,,,,,,,,,,,,,
1596,40,220,,,,,,,,,,,,,,,,,,,,,
1597,220,40,,,,,,,,,,,,,,,,,,,,,
1598,40,220,,,,,,,,,,,,,,,,,,,,,
1599,220,40,,,,,,,,,,,,,,,,,,,,,
1600,220,,,,,,,,,,,,,,,,,,,,,,
1601,220,,,,,,,,,,,,,,,,,,,,,,
1602,220,,,,,,,,,,,,,,,,,,,,,,
1603,220,,,,,,,,,,,,,,,,,,,,,,
1604,220,,,,,,,,,,,,,,,,,,,,,,
1605,104,,,,,,,,,,,,,,,,,,,,,,
1606,220,40,,,,,,,,,,,,,,,,,,,,,
1607,40,220,,,,,,,,,,,,,,,,,,,,,
1608,220,40,,,,,,,,,,,,,,,,,,,,,
1609,40,220,,,,,,,,,,,,,,,,,,,,,
1610,220,40,,,,,,,,,,,,,,,,,,,,,
1614,83,83A,,,,,,,,,,,,,,,,,,,,,
1615,83A,83,,,,,,,,,,,,,,,,,,,,,
1616,83,83A,,,,,,,,,,,,,,,,,,,,,
1617,83A,83,,,,,,,,,,,,,,,,,,,,,
1618,83,83A,,,,,,,,,,,,,,,,,,,,,
1619,83A,83,,,,,,,,,,,,,,,,,,,,,
1620,41B,41C,41,1,33,,,,,,,,,,,,,,,,,,
1622,33,16,41,41C,41B,,,,,,,,,,,,,,,,,,
1623,41B,41C,41,16,33,,,,,,,,,,,,,,,,,,
1624,33,16,41,41C,41B,,,,,,,,,,,,,,,,,,
1625,41B,41C,41,16,33,27B,,,,,,,,,,,,,,,,,
1626,27B,33,16,41,41C,41B,,,,,,,,,,,,,,,,,
1627,41B,41C,41,16,33,27B,,,,,,,,,,,,,,,,,
1628,27B,33,16,41,41C,41B,,,,,,,,,,,,,,,,,
1629,41B,41C,41,16,33,27B,,,,,,,,,,,,,,,,,
1630,33,16,41,41C,41B,,,,,,,,,,,,,,,,,,
1631,41B,41C,41,41A,16,16C,33,,,,,,,,,,,,,,,,
1632,33,16C,16,41A,41,41C,41B,,,,,,,,,,,,,,,,
1633,41B,41C,41,41A,16,16C,33,,,,,,,,,,,,,,,,
1634,33,16C,16,27B,41A,41,41C,41B,,,,,,,,,,,,,,,
1635,41B,41C,41,41A,27B,16,16C,33,,,,,,,,,,,,,,,
1636,33,16C,16,27B,41A,41,41C,41B,,,,,,,,,,,,,,,
1637,41B,41C,41,41A,27B,16,16C,33,,,,,,,,,,,,,,,
1638,33,16C,16,27B,41A,41,41C,41B,,,,,,,,,,,,,,,
1639,41B,41C,41,41A,16,16C,33,,,,,,,,,,,,,,,,
1640,33,16C,16,41A,41,41C,41B,,,,,,,,,,,,,,,,
1641,41B,41C,41,41A,1,16,16C,33,,,,,,,,,,,,,,,
1642,33,16C,16,1,41A,41,41C,41B,,,,,,,,,,,,,,,
1643,44,,,,,,,,,,,,,,,,,,,,,,
1644,104,,,,,,,,,,,,,,,,,,,,,,
1645,104,,,,,,,,,,,,,,,,,,,,,,
1646,104,,,,,,,,,,,,,,,,,,,,,,
1647,37,39,39A,39X,70,,,,,,,,,,,,,,,,,,
1648,70,39A,39,37,,,,,,,,,,,,,,,,,,,
1649,37,39,39A,39X,70,,,,,,,,,,,,,,,,,,
1650,104,,,,,,,,,,,,,,,,,,,,,,
1651,104,,,,,,,,,,,,,,,,,,,,,,
1652,104,,,,,,,,,,,,,,,,,,,,,,
1654,37,,,,,,,,,,,,,,,,,,,,,,
1655,37,,,,,,,,,,,,,,,,,,,,,,
1656,37,,,,,,,,,,,,,,,,,,,,,,
1657,37,,,,,,,,,,,,,,,,,,,,,,
1658,37,,,,,,,,,,,,,,,,,,,,,,
1659,37,,,,,,,,,,,,,,,,,,,,,,
1660,37,38,122,38A,70,38B,38D,39A,39,,,,,,,,,,,,,,
1661,39,39A,38D,38B,70,38A,122,38,37,,,,,,,,,,,,,,
1662,37,38,38A,70,38B,38D,39A,39,39X,,,,,,,,,,,,,,
1664,39,39A,38D,38B,70,38A,38,37,,,,,,,,,,,,,,,
1665,37,38,38A,70,38B,38D,39A,39,,,,,,,,,,,,,,,
1666,39,39A,39X,38D,38B,70,38A,38,37,,,,,,,,,,,,,,
1667,37,,,,,,,,,,,,,,,,,,,,,,
1668,37,,,,,,,,,,,,,,,,,,,,,,
1669,37,,,,,,,,,,,,,,,,,,,,,,
1670,37,,,,,,,,,,,,,,,,,,,,,,
1671,37,,,,,,,,,,,,,,,,,,,,,,
1672,37,38,,,,,,,,,,,,,,,,,,,,,
1673,38,37,,,,,,,,,,,,,,,,,,,,,
1674,37,38,,,,,,,,,,,,,,,,,,,,,
1675,38,37,,,,,,,,,,,,,,,,,,,,,
1676,37,,,,,,,,,,,,,,,,,,,,,,
1678,37,,,,,,,,,,,,,,,,,,,,,,
1679,37,,,,,,,,,,,,,,,,,,,,,,
1680,37,,,,,,,,,,,,,,,,,,,,,,
1681,37,,,,,,,,,,,,,,,,,,,,,,
1682,37,,,,,,,,,,,,,,,,,,,,,,
1683,37,,,,,,,,,,,,,,,,,,,,,,
1684,37,,,,,,,,,,,,,,,,,,,,,,
1685,37,,,,,,,,,,,,,,,,,,,,,,
1686,37,,,,,,,,,,,,,,,,,,,,,,
1687,37,38,,,,,,,,,,,,,,,,,,,,,
1688,38,37,,,,,,,,,,,,,,,,,,,,,
1689,37,38,,,,,,,,,,,,,,,,,,,,,
1690,37,,,,,,,,,,,,,,,,,,,,,,
1691,37,,,,,,,,,,,,,,,,,,,,,,
1692,37,,,,,,,,,,,,,,,,,,,,,,
1693,37,,,,,,,,,,,,,,,,,,,,,,
1694,37,,,,,,,,,,,,,,,,,,,,,,
1695,37,,,,,,,,,,,,,,,,,,,,,,
1696,37,38,38A,70,38B,38D,39X,39A,39,,,,,,,,,,,,,,
1697,39,39A,38D,38B,70,38A,38,37,,,,,,,,,,,,,,,
1698,37,38,38A,70,38B,38D,39A,39,,,,,,,,,,,,,,,
1699,39,39A,38D,38B,70,38A,38,37,,,,,,,,,,,,,,,
1700,37,38,122,38A,70,38B,38D,39A,39,39X,,,,,,,,,,,,,
1701,39,39A,38D,38B,70,38A,122,38,37,,,,,,,,,,,,,,
1702,37,38,122,38A,70,38B,38D,39A,39,,,,,,,,,,,,,,
1703,39,39A,38D,38B,70,38A,38,37,,,,,,,,,,,,,,,
1704,37,,,,,,,,,,,,,,,,,,,,,,
1705,37,,,,,,,,,,,,,,,,,,,,,,
1706,37,,,,,,,,,,,,,,,,,,,,,,
1707,37,,,,,,,,,,,,,,,,,,,,,,
1708,37,,,,,,,,,,,,,,,,,,,,,,
1709,37,,,,,,,,,,,,,,,,,,,,,,
1710,37,,,,,,,,,,,,,,,,,,,,,,
1711,37,,,,,,,,,,,,,,,,,,,,,,
1712,37,,,,,,,,,,,,,,,,,,,,,,
1713,37,70,39A,39,39X,,,,,,,,,,,,,,,,,,
1714,39,39A,70,37,,,,,,,,,,,,,,,,,,,
1715,37,70,39A,39,39X,,,,,,,,,,,,,,,,,,
1719,38B,38,38A,,,,,,,,,,,,,,,,,,,,
1724,130,,,,,,,,,,,,,,,,,,,,,,
1725,130,,,,,,,,,,,,,,,,,,,,,,
1726,130,,,,,,,,,,,,,,,,,,,,,,
1727,130,,,,,,,,,,,,,,,,,,,,,,
1728,130,,,,,,,,,,,,,,,,,,,,,,
1729,130,32X,,,,,,,,,,,,,,,,,,,,,
1730,104,130,,,,,,,,,,,,,,,,,,,,,
1731,130,104,32X,,,,,,,,,,,,,,,,,,,,
1732,104,130,,,,,,,,,,,,,,,,,,,,,
1733,130,104,,,,,,,,,,,,,,,,,,,,,
1734,130,,,,,,,,,,,,,,,,,,,,,,
1735,130,,,,,,,,,,,,,,,,,,,,,,
1736,130,,,,,,,,,,,,,,,,,,,,,,
1737,130,,,,,,,,,,,,,,,,,,,,,,
1738,130,32X,,,,,,,,,,,,,,,,,,,,,
1739,130,,,,,,,,,,,,,,,,,,,,,,
1740,130,,,,,,,,,,,,,,,,,,,,,,
1741,130,32X,,,,,,,,,,,,,,,,,,,,,
1742,130,,,,,,,,,,,,,,,,,,,,,,
1743,130,,,,,,,,,,,,,,,,,,,,,,
1744,130,104,,,,,,,,,,,,,,,,,,,,,
1745,104,130,,,,,,,,,,,,,,,,,,,,,
1746,130,104,,,,,,,,,,,,,,,,,,,,,
1747,104,32X,130,,,,,,,,,,,,,,,,,,,,
1748,130,104,,,,,,,,,,,,,,,,,,,,,
1749,104,32X,130,,,,,,,,,,,,,,,,,,,,
1750,130,,,,,,,,,,,,,,,,,,,,,,
1751,130,,,,,,,,,,,,,,,,,,,,,,
1752,130,,,,,,,,,,,,,,,,,,,,,,
1753,130,,,,,,,,,,,,,,,,,,,,,,
1754,130,,,,,,,,,,,,,,,,,,,,,,
1755,130,,,,,,,,,,,,,,,,,,,,,,
1756,130,,,,,,,,,,,,,,,,,,,,,,
1757,130,,,,,,,,,,,,,,,,,,,,,,
1758,130,,,,,,,,,,,,,,,,,,,,,,
1759,130,,,,,,,,,,,,,,,,,,,,,,
1760,130,,,,,,,,,,,,,,,,,,,,,,
1761,130,,,,,,,,,,,,,,,,,,,,,,
1762,130,,,,,,,,,,,,,,,,,,,,,,
1763,130,,,,,,,,,,,,,,,,,,,,,,
1764,130,104,,,,,,,,,,,,,,,,,,,,,
1765,104,130,,,,,,,,,,,,,,,,,,,,,
1766,104,,,,,,,,,,,,,,,,,,,,,,
1767,104,130,,,,,,,,,,,,,,,,,,,,,
1769,130,,,,,,,,,,,,,,,,,,,,,,
1770,130,,,,,,,,,,,,,,,,,,,,,,
1771,130,,,,,,,,,,,,,,,,,,,,,,
1772,130,,,,,,,,,,,,,,,,,,,,,,
1773,130,104,,,,,,,,,,,,,,,,,,,,,
1774,104,130,,,,,,,,,,,,,,,,,,,,,
1775,130,,,,,,,,,,,,,,,,,,,,,,
1776,130,,,,,,,,,,,,,,,,,,,,,,
1777,130,,,,,,,,,,,,,,,,,,,,,,
1778,130,,,,,,,,,,,,,,,,,,,,,,
1782,27A,,,,,,,,,,,,,,,,,,,,,,
1783,27A,,,,,,,,,,,,,,,,,,,,,,
1784,27A,,,,,,,,,,,,,,,,,,,,,,
1785,27A,,,,,,,,,,,,,,,,,,,,,,
1786,27A,,,,,,,,,,,,,,,,,,,,,,
1788,27A,,,,,,,,,,,,,,,,,,,,,,
1789,27A,,,,,,,,,,,,,,,,,,,,,,
1791,27A,,,,,,,,,,,,,,,,,,,,,,
1792,27A,,,,,,,,,,,,,,,,,,,,,,
1793,27A,,,,,,,,,,,,,,,,,,,,,,
1794,130,,,,,,,,,,,,,,,,,,,,,,
1795,38A,38,38B,38D,,,,,,,,,,,,,,,,,,,
1796,27A,,,,,,,,,,,,,,,,,,,,,,
1797,27A,,,,,,,,,,,,,,,,,,,,,,
1798,27A,,,,,,,,,,,,,,,,,,,,,,
1799,27A,,,,,,,,,,,,,,,,,,,,,,
1800,27A,,,,,,,,,,,,,,,,,,,,,,
1801,27A,,,,,,,,,,,,,,,,,,,,,,
1802,38,38A,38D,38B,,,,,,,,,,,,,,,,,,,
1803,38B,38D,38A,38,,,,,,,,,,,,,,,,,,,
1804,38,38A,38D,38B,,,,,,,,,,,,,,,,,,,
1805,70,39X,39,39A,,,,,,,,,,,,,,,,,,,
1806,39A,39,70,38B,38D,38A,38,,,,,,,,,,,,,,,,
1807,38,38A,38D,38B,70,39,39A,,,,,,,,,,,,,,,,
1808,39A,39,39X,70,38B,38D,38A,38,,,,,,,,,,,,,,,
1813,38,38A,220,39,76A,,,,,,,,,,,,,,,,,,
1814,76A,39,220,38A,38,,,,,,,,,,,,,,,,,,
1816,38,238,38A,220,17A,38B,236,,,,,,,,,,,,,,,,
1817,220,38A,238,38,,,,,,,,,,,,,,,,,,,
1818,38,238,38A,220,,,,,,,,,,,,,,,,,,,
1819,220,38A,238,38,,,,,,,,,,,,,,,,,,,
1820,238,38A,38,220,,,,,,,,,,,,,,,,,,,
1822,38,38A,38B,,,,,,,,,,,,,,,,,,,,
1824,220,238,,,,,,,,,,,,,,,,,,,,,
1825,238,220,,,,,,,,,,,,,,,,,,,,,
1826,220,38A,38,238,38B,,,,,,,,,,,,,,,,,,
1827,38B,238,38,38A,220,,,,,,,,,,,,,,,,,,
1828,220,38A,38,238,38B,,,,,,,,,,,,,,,,,,
1829,38B,238,38,38A,220,,,,,,,,,,,,,,,,,,
1830,220,238,,,,,,,,,,,,,,,,,,,,,
1831,238,220,,,,,,,,,,,,,,,,,,,,,
1833,38A,38,38B,,,,,,,,,,,,,,,,,,,,
1834,38B,38,38A,,,,,,,,,,,,,,,,,,,,
1835,38A,38,220,238,38B,,,,,,,,,,,,,,,,,,
1836,38B,238,220,38,38A,,,,,,,,,,,,,,,,,,
1837,38A,38,220,238,38B,,,,,,,,,,,,,,,,,,
1838,236,17A,38,38A,,,,,,,,,,,,,,,,,,,
1840,38A,38,220,39,76A,,,,,,,,,,,,,,,,,,
1841,76A,39,220,38,38A,,,,,,,,,,,,,,,,,,
1842,38A,220,39,76A,,,,,,,,,,,,,,,,,,,
1844,39,220,239,,,,,,,,,,,,,,,,,,,,
1845,38A,38,39,39A,39X,38B,38D,70,,,,,,,,,,,,,,,
